customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,avg_monthly_spend,revenue
6371-nzyeg,male,0,yes,yes,16,yes,no,dsl,yes,no,yes,no,yes,no,two year,no,mailed check,64.25,1024.0,no,12-24,60.23529411764706,64.25
7554-newdd,male,0,no,no,10,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),25.7,251.6,no,6-12,22.87272727272727,25.7
8992-vonjd,female,0,no,yes,13,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,electronic check,56.0,764.55,no,12-24,54.61071428571428,56.0
0867-mkzvy,female,0,yes,no,20,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,82.4,1592.35,yes,12-24,75.82619047619048,82.4
4482-ewfmi,female,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.7,135.2,no,0-6,45.06666666666666,69.7
4648-ypbtm,male,0,no,no,53,yes,yes,dsl,no,yes,yes,yes,no,yes,two year,yes,bank transfer (automatic),73.9,3958.25,no,48+,73.30092592592592,73.9
2907-iljbn,female,0,yes,yes,11,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.6,233.9,no,6-12,19.491666666666667,20.6
6345-fzoqh,male,0,yes,no,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.9,1363.45,no,48+,19.477857142857143,19.9
3376-bmgfe,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),70.9,273.0,yes,0-6,54.6,70.9
5997-opvfa,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),89.05,6254.45,no,48+,85.67739726027396,89.05
3445-hxxgf,male,1,yes,no,58,no,no phone service,dsl,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,45.3,2651.2,yes,48+,44.93559322033898,45.3
1159-wfsgr,female,0,yes,yes,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,20.4,321.4,no,12-24,18.905882352941177,20.4
7654-ywjuf,male,0,yes,no,43,yes,no,fiber optic,yes,no,yes,yes,no,no,one year,yes,bank transfer (automatic),84.25,3539.25,no,24-48,80.4375,84.25
1875-qivme,female,0,yes,no,2,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.4,242.8,yes,0-6,80.93333333333334,104.4
6727-iotlz,male,0,yes,no,14,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,no,mailed check,81.95,1181.75,no,12-24,78.78333333333333,81.95
0691-jvsya,female,0,yes,no,53,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),94.85,5000.2,yes,48+,92.59629629629629,94.85
5918-vukwp,female,0,no,no,32,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),20.55,654.55,no,24-48,19.834848484848482,20.55
1744-jhkys,female,0,yes,no,34,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,24.7,780.2,no,24-48,22.291428571428572,24.7
2656-fmokz,female,1,no,no,15,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,74.45,1145.7,yes,12-24,71.60625,74.45
2070-fnexe,female,1,no,no,7,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),76.45,503.6,yes,6-12,62.95,76.45
5947-sgkcl,female,0,yes,yes,15,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),105.35,1559.25,no,12-24,97.453125,105.35
3712-pkxza,male,0,yes,no,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,credit card (automatic),20.55,1252.0,no,48+,20.193548387096776,20.55
6317-ypkdh,female,0,no,no,1,no,no phone service,dsl,no,yes,no,no,no,no,month-to-month,no,bank transfer (automatic),29.95,29.95,yes,0-6,14.975,29.95
6582-oivsp,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.3,45.3,no,0-6,22.65,45.3
9367-wxlch,male,0,no,no,8,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),84.5,662.65,yes,6-12,73.62777777777778,84.5
5524-khnjp,male,0,yes,yes,33,yes,no,dsl,yes,no,yes,no,yes,yes,one year,no,credit card (automatic),74.75,2453.3,no,24-48,72.15588235294118,74.75
1918-zbfqj,female,0,no,no,13,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,79.25,1111.65,yes,12-24,79.40357142857144,79.25
1024-guald,female,0,yes,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.8,24.8,yes,0-6,12.4,24.8
4827-usjhp,male,0,no,no,20,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,51.8,1023.85,no,12-24,48.75476190476191,51.8
8167-gjlrn,male,0,no,no,3,no,no phone service,dsl,no,no,no,yes,no,no,month-to-month,no,electronic check,30.4,82.15,no,0-6,20.5375,30.4
0956-sycwg,female,0,no,no,13,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,19.65,244.8,no,12-24,17.485714285714288,19.65
8017-uvszu,female,0,yes,no,40,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),56.6,2379.1,no,24-48,58.02682926829268,56.6
7100-fqprv,male,0,yes,yes,43,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,credit card (automatic),71.9,3173.35,no,24-48,72.12159090909091,71.9
2472-ovkup,male,0,yes,no,6,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,91.0,531.0,yes,0-6,75.85714285714286,91.0
2984-rgeya,female,0,yes,yes,69,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),19.75,1375.4,no,48+,19.64857142857143,19.75
9680-niauv,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),109.7,8129.3,no,48+,111.36027397260274,109.7
2146-egvdt,male,0,yes,yes,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.3,1192.7,no,48+,19.878333333333334,19.3
2604-ijpdu,female,0,yes,no,20,yes,no,fiber optic,yes,yes,no,yes,yes,no,month-to-month,yes,electronic check,96.55,1901.65,no,12-24,90.5547619047619,96.55
9178-jhuvj,male,0,yes,yes,24,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.1,587.4,no,12-24,23.496,24.1
6168-ybynp,male,0,no,no,59,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,electronic check,111.35,6519.75,no,48+,108.6625,111.35
7255-ssfbc,male,0,yes,yes,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),112.25,8041.65,no,48+,110.15958904109588,112.25
3645-deygf,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.75,20.75,no,0-6,10.375,20.75
9323-hgfwy,female,0,yes,no,27,yes,no,fiber optic,yes,no,no,yes,yes,yes,one year,yes,credit card (automatic),101.9,2681.15,no,24-48,95.75535714285715,101.9
8544-goqsh,female,0,no,no,14,yes,no,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),80.05,1112.3,no,12-24,74.15333333333334,80.05
3363-dtivd,male,0,yes,yes,71,yes,yes,fiber optic,yes,no,yes,no,yes,yes,two year,no,electronic check,105.55,7405.5,no,48+,102.85416666666667,105.55
7018-wbjnk,male,0,no,yes,13,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),78.3,1033.95,no,12-24,73.85357142857143,78.3
9142-kzxop,male,0,no,no,44,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),68.85,2958.95,no,24-48,65.75444444444445,68.85
7674-ytafd,female,0,no,no,33,yes,no,fiber optic,no,yes,no,yes,no,no,one year,yes,bank transfer (automatic),79.95,2684.85,no,24-48,78.96617647058824,79.95
6348-snfus,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),55.45,4179.2,no,48+,57.249315068493146,55.45
1285-okipp,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,79.9,79.9,yes,0-6,39.95,79.9
7825-ecjrf,female,0,no,no,19,yes,no,fiber optic,yes,no,yes,yes,yes,yes,month-to-month,yes,electronic check,106.6,1934.45,yes,12-24,96.7225,106.6
1347-kttta,male,0,yes,no,64,yes,no,fiber optic,no,yes,yes,yes,yes,yes,one year,yes,credit card (automatic),102.45,6654.1,no,48+,102.37076923076924,102.45
7841-tzdmq,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),46.0,84.5,yes,0-6,28.166666666666668,46.0
4195-nzgta,female,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,25.25,25.25,no,0-6,12.625,25.25
7157-smcfk,male,0,no,yes,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,1124.2,no,48+,18.13225806451613,19.75
4709-lkhyg,female,0,yes,yes,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,electronic check,20.0,540.05,no,24-48,18.001666666666665,20.0
2504-dshih,male,1,yes,no,23,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,86.8,1975.85,no,12-24,82.32708333333333,86.8
0699-ndkjm,female,0,yes,no,57,no,no phone service,dsl,yes,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),58.75,3437.45,no,48+,59.266379310344824,58.75
9286-bhdqg,male,0,yes,yes,72,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),45.25,3139.8,no,48+,43.01095890410959,45.25
0230-wequw,male,0,yes,no,66,no,no phone service,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),56.6,3789.2,no,48+,56.55522388059701,56.6
2040-ldiwq,male,0,yes,yes,65,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),84.2,5324.5,no,48+,80.67424242424242,84.2
6496-jdssb,female,0,no,no,8,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),80.0,624.6,no,6-12,69.4,80.0
9408-ssnvz,female,0,no,no,4,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,268.35,yes,0-6,53.67,70.15
4443-embna,female,0,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.75,1836.9,no,48+,25.512500000000003,24.75
6469-mrvet,male,0,yes,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,electronic check,20.2,20.2,no,0-6,10.1,20.2
0742-moabm,male,0,yes,no,4,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,50.05,179.35,yes,0-6,35.87,50.05
5961-vusrv,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),19.35,219.35,no,6-12,16.873076923076923,19.35
6778-jfcmk,male,0,no,no,24,no,no phone service,dsl,yes,no,no,no,yes,yes,one year,yes,mailed check,50.6,1288.75,no,12-24,51.55,50.6
6341-jvqgf,female,0,yes,yes,31,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,yes,mailed check,81.15,2545.75,no,24-48,79.5546875,81.15
2232-dmlxu,female,0,yes,no,1,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,mailed check,55.2,55.2,yes,0-6,27.6,55.2
4811-jbuvu,male,0,no,no,30,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,credit card (automatic),89.9,2723.15,no,24-48,87.84354838709677,89.9
0945-tsonx,female,0,yes,yes,47,yes,yes,dsl,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),85.3,4107.25,no,24-48,85.56770833333333,85.3
2651-zcbxv,male,0,no,no,54,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),108.0,5760.65,no,48+,104.7390909090909,108.0
3316-uwxuy,male,0,no,no,50,yes,no,fiber optic,yes,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),93.5,4747.5,no,48+,93.08823529411765,93.5
8937-rdthp,male,0,no,no,1,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,mailed check,84.6,84.6,yes,0-6,42.3,84.6
7083-miopc,female,0,no,no,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),20.25,1566.9,no,48+,21.464383561643835,20.25
1984-gpteh,female,0,no,no,29,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,25.15,702.0,no,24-48,23.4,25.15
1251-krreg,male,0,no,no,2,yes,yes,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,54.4,114.1,yes,0-6,38.03333333333333,54.4
0621-jfhol,female,0,no,no,10,no,no phone service,dsl,no,no,no,yes,no,no,two year,yes,mailed check,29.6,299.05,no,6-12,27.186363636363637,29.6
9903-lysab,male,0,yes,no,18,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,73.15,1305.95,no,12-24,68.73421052631579,73.15
0094-oifmo,female,1,no,no,11,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,95.0,1120.3,yes,6-12,93.35833333333333,95.0
9227-uaqft,male,0,no,no,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,284.35,no,12-24,16.726470588235294,19.75
7301-abvad,female,0,no,no,72,yes,yes,dsl,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),86.6,6350.5,no,48+,86.9931506849315,86.6
6614-fhdbo,male,0,no,no,72,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),109.2,7878.3,no,48+,107.92191780821918,109.2
7576-aseju,female,0,yes,yes,41,yes,no,dsl,yes,no,no,yes,yes,yes,one year,yes,credit card (automatic),74.7,3187.65,no,24-48,75.89642857142857,74.7
9058-hrzsv,female,1,yes,no,65,yes,no,fiber optic,yes,yes,yes,no,no,yes,month-to-month,no,electronic check,94.4,6126.15,no,48+,92.82045454545454,94.4
4522-akylr,female,1,no,no,13,yes,no,dsl,no,yes,yes,no,no,no,month-to-month,yes,electronic check,54.8,731.3,no,12-24,52.23571428571428,54.8
0221-wmxnq,male,1,no,no,4,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,electronic check,75.35,273.4,no,0-6,54.67999999999999,75.35
0303-uncip,male,0,no,no,41,yes,yes,dsl,no,no,yes,no,no,yes,one year,no,mailed check,65.0,2531.8,no,24-48,60.280952380952385,65.0
9947-otfqu,male,1,no,no,15,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,74.4,1074.3,yes,12-24,67.14375,74.4
0322-yinqp,male,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,mailed check,48.55,48.55,yes,0-6,24.275,48.55
0959-whokv,male,0,no,no,42,yes,yes,fiber optic,yes,yes,yes,no,no,yes,one year,yes,electronic check,99.0,4298.45,no,24-48,99.96395348837208,99.0
4075-jfpgr,female,0,yes,no,51,yes,no,fiber optic,yes,yes,yes,no,yes,no,one year,yes,electronic check,93.5,4619.55,no,48+,88.8375,93.5
4629-nrxkx,female,0,yes,yes,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.4,147.15,yes,0-6,49.050000000000004,70.4
9514-jdski,male,1,yes,no,1,no,no phone service,dsl,no,yes,no,no,yes,no,month-to-month,no,electronic check,40.2,40.2,yes,0-6,20.1,40.2
3282-ziszv,male,0,no,yes,32,yes,yes,dsl,no,yes,yes,yes,yes,yes,one year,no,credit card (automatic),83.7,2633.3,no,24-48,79.7969696969697,83.7
3675-ydupj,male,0,no,no,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.85,193.05,no,6-12,17.55,19.85
4111-bnxif,female,0,yes,yes,67,no,no phone service,dsl,no,yes,yes,yes,yes,yes,two year,yes,electronic check,59.55,4103.9,no,48+,60.35147058823529,59.55
7017-vfhay,female,0,yes,yes,61,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),115.1,7008.15,no,48+,113.03467741935484,115.1
6655-lhbyw,male,0,no,no,50,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card (automatic),114.35,5791.1,no,48+,113.55098039215687,114.35
4959-josrx,female,0,yes,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.6,80.55,yes,0-6,26.849999999999998,44.6
5046-nuhwd,female,1,yes,no,29,no,no phone service,dsl,yes,no,yes,no,no,yes,month-to-month,yes,electronic check,45.0,1228.65,no,24-48,40.955000000000005,45.0
7273-tefqd,male,1,no,no,3,no,no phone service,dsl,no,no,yes,no,no,yes,month-to-month,yes,electronic check,41.15,132.2,yes,0-6,33.05,41.15
3606-twkgi,male,1,no,no,13,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.9,1364.3,yes,12-24,97.45,106.9
7529-zdfxi,male,1,yes,no,57,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.85,4925.35,no,48+,84.9198275862069,89.85
7605-bdwdc,female,0,no,no,31,no,no phone service,dsl,yes,yes,no,yes,no,yes,two year,yes,bank transfer (automatic),49.85,1520.1,no,24-48,47.503125,49.85
1950-ksvvj,female,0,yes,no,45,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,mailed check,113.3,5032.25,no,24-48,109.39673913043478,113.3
0123-crbrt,female,0,yes,yes,61,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,88.1,5526.75,no,48+,89.14112903225806,88.1
6292-tosss,male,0,no,no,50,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,bank transfer (automatic),24.9,1195.25,no,48+,23.436274509803923,24.9
3197-arfoy,female,1,no,no,19,yes,no,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,mailed check,105.0,2007.25,no,12-24,100.3625,105.0
6323-aybrx,male,0,no,no,59,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.35,1099.6,yes,48+,18.326666666666664,19.35
7014-zzxaw,female,0,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.25,1732.95,no,48+,24.06875,24.25
4385-gzqxv,female,1,no,no,16,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,94.45,1511.2,yes,12-24,88.89411764705882,94.45
7633-mvpuy,male,0,yes,no,57,yes,no,dsl,yes,yes,no,yes,no,no,two year,yes,electronic check,59.75,3450.15,no,48+,59.48534482758621,59.75
6366-zgqgl,male,0,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),24.8,24.8,yes,0-6,12.4,24.8
4716-hhkqh,male,1,yes,no,20,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,electronic check,107.05,2172.05,no,12-24,103.43095238095239,107.05
5940-ahuhd,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,70.6,70.6,yes,0-6,35.3,70.6
6432-twqlb,male,0,yes,no,5,yes,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,yes,electronic check,85.4,401.1,yes,0-6,66.85000000000001,85.4
